2,1,3,1,0,2,1,1,3,4,2,2,3.532,4,883,2,1,5,9,0,2,1
1,1,3,1,4,2,2,1,1,4,2,2,420,3,140,2,1,5,10,0,2,8
2,1,3,1,2,1,1,1,3,4,2,2,439,2,220,2,1,5,10,0,2,8
2,1,3,1,3,1,1,1,3,4,2,2,998,1,998,2,1,5,9,0,2,2
2,1,3,1,1,1,0,1,3,4,2,2,1.996,4,499,2,1,5,10,0,1,2
2,1,1,1,1,1,1,4,3,4,2,2,1.703,3,568,2,1,5,10,0,2,2
2,1,1,1,1,1,1,1,3,4,2,2,1.094,3,365,2,1,5,10,0,2,3
1,1,3,1,1,1,1,2,3,4,2,2,2.939,4,735,2,2,5,9,0,2,2
1,1,3,1,1,1,1,1,3,4,2,2,1.314,2,657,2,1,5,10,0,2,2
1,1,1,1,1,1,1,2,3,4,2,2,4.764,4,1.191,2,1,5,9,0,1,2
1,1,3,1,1,1,1,4,3,4,2,2,1.020,2,510,2,1,5,10,0,2,3
1,1,1,1,1,2,1,1,3,4,2,2,800,3,267,2,1,5,10,0,2,5
1,1,3,1,1,1,1,1,3,4,2,2,1.260,3,420,2,1,5,10,0,2,3
2,1,3,1,1,1,1,1,3,4,2,2,2.228,3,743,2,1,5,9,0,2,3
2,1,3,1,1,1,1,1,3,1,2,2,1.041,2,521,2,1,5,10,0,2,5
1,1,3,1,1,1,1,1,3,4,2,2,1.353,4,338,2,1,5,10,0,2,2
1,1,3,1,5,2,1,4,3,4,2,2,1.087,6,181,2,1,5,10,0,2,8
2,1,3,1,1,1,1,1,3,4,2,2,998,3,333,2,1,5,10,0,1,3
2,1,3,1,3,2,2,1,3,4,2,2,1.720,1,1.720,2,2,4,9,0,2,2
1,1,3,1,5,2,1,4,1,4,2,2,7.794,3,2.598,2,1,5,8,0,2,3
2,1,3,1,2,1,1,1,3,4,2,2,439,2,220,2,1,5,10,0,2,8
2,1,3,1,1,1,1,1,3,4,2,2,600,3,200,2,1,5,10,0,1,6
2,1,3,1,1,1,1,1,3,4,2,2,998,7,143,1,1,1,10,5,2,9
1,1,3,1,5,2,1,1,3,4,2,2,1.087,4,272,1,1,3,10,5,2,9
2,1,3,1,5,2,2,1,3,4,2,2,480,3,160,2,1,0,10,0,2,9
1,1,1,1,1,2,1,1,3,4,2,2,300,3,100,1,1,0,10,0,2,9
2,1,3,1,0,1,1,1,1,4,2,2,491,3,164,1,1,0,10,0,2,8
1,1,1,1,1,1,1,0,1,4,2,2,550,4,138,1,1,5,10,4,2,8
1,1,3,1,1,1,1,1,3,4,2,2,450,4,113,1,1,1,10,5,2,7
2,1,3,1,1,1,1,1,3,4,2,2,1.704,7,243,1,2,3,10,5,2,7
2,1,3,1,0,2,1,1,3,4,2,2,2.085,5,417,1,2,2,10,5,2,7
2,1,3,1,1,2,2,1,3,4,2,2,492,7,70,1,1,0,10,5,2,7
1,1,3,1,1,1,1,2,3,4,2,2,857,4,214,2,1,1,10,4,2,7
1,1,1,1,5,2,2,1,3,4,2,2,650,2,325,2,1,0,10,0,2,7
1,1,3,1,3,1,1,1,3,4,2,2,400,1,400,2,1,3,10,4,2,7
2,1,3,1,1,2,2,1,3,3,2,2,1.024,5,205,1,1,3,10,5,2,7
2,1,3,1,1,2,2,1,3,3,2,2,1.025,5,205,1,1,0,10,0,2,7
1,1,3,1,4,2,1,4,3,4,2,2,1.483,4,371,1,1,5,10,4,2,7
2,1,3,1,1,2,2,1,3,3,2,2,688,4,172,2,1,0,10,5,2,7
1,1,3,1,1,1,1,4,3,4,2,2,1.240,2,620,1,1,0,10,4,2,7
2,1,3,1,2,1,1,1,1,3,2,2,1.227,2,614,2,1,0,10,0,2,7
2,1,1,1,1,1,1,1,3,4,2,2,200,2,100,1,1,5,10,4,2,6
1,1,3,1,1,1,1,1,3,4,2,2,608,4,152,1,1,0,10,0,2,6
2,1,3,1,1,1,1,1,3,4,2,2,1.537,3,512,2,1,0,10,5,2,6
2,1,1,1,4,1,1,0,3,4,2,2,500,3,167,1,1,0,10,0,2,6
2,1,3,1,1,1,1,1,3,4,2,2,700,4,175,2,1,3,10,5,2,6
1,1,3,1,1,2,1,2,3,4,2,2,400,2,200,1,1,0,10,0,2,6
1,1,3,1,1,1,1,2,3,4,2,2,869,4,217,1,1,3,10,4,2,6
2,1,3,1,1,1,1,1,3,4,2,2,998,4,250,2,1,2,10,4,2,6
2,1,3,1,1,1,1,3,3,4,2,2,998,4,250,1,1,1,10,4,2,6
2,1,1,1,1,1,1,2,2,4,2,2,1.020,4,255,2,1,1,10,4,2,6
1,1,3,1,1,1,1,1,3,4,2,2,1.200,4,300,2,1,5,10,5,2,6
1,1,3,1,1,1,1,2,3,4,2,2,990,3,330,2,2,0,10,0,2,6
2,1,3,1,1,1,1,1,3,4,2,2,998,3,333,1,1,2,10,5,2,6
2,1,3,1,1,1,1,1,3,4,2,2,998,3,333,1,1,0,10,0,2,6
1,1,3,1,1,1,1,1,3,4,2,2,1.502,4,376,2,1,2,10,5,2,6
2,1,3,1,1,1,1,1,3,4,2,1,2.260,6,377,2,1,2,10,4,2,6
2,1,3,1,1,1,1,1,1,4,2,2,1.683,4,421,2,1,5,10,3,2,6
2,1,3,1,1,1,1,4,3,4,2,2,950,2,475,2,1,2,10,2,2,6
1,1,1,1,1,1,1,1,3,1,2,2,998,2,499,2,1,5,10,5,2,6
1,1,3,1,1,1,1,4,3,4,2,2,1.000,2,500,1,1,5,10,5,2,6
2,1,3,1,1,1,1,4,3,4,2,2,916,6,153,1,1,0,10,0,2,6
1,1,3,1,0,2,1,1,1,2,2,2,1.170,2,585,1,1,0,10,4,2,6
1,1,3,1,3,1,1,2,1,3,2,2,650,1,650,2,1,5,10,2,2,6
1,1,3,1,1,1,1,1,3,2,2,2,2.120,4,530,2,2,0,10,0,2,5
1,1,3,1,3,2,2,0,3,1,2,2,817,1,817,2,1,1,9,2,2,6
2,1,3,1,5,2,3,4,3,4,2,2,2.695,3,898,1,1,1,9,4,2,6
1,1,3,1,1,1,1,1,3,4,2,2,1.350,4,338,1,1,0,10,5,2,6
1,1,1,1,1,1,1,1,3,1,2,2,478,3,159,2,2,0,10,0,2,6
2,1,3,1,1,1,1,4,3,4,2,2,600,1,600,2,2,0,10,0,2,6
1,1,3,1,5,2,1,1,3,2,2,1,1.185,4,296,1,1,3,10,2,2,6
1,1,3,1,1,1,1,2,3,4,2,2,665,4,166,1,1,0,10,0,2,6
2,1,1,1,1,2,1,1,3,4,2,2,910,5,182,2,1,0,10,5,2,6
1,1,3,1,1,1,1,1,3,4,2,2,998,2,499,1,1,2,10,5,2,6
1,1,1,1,1,2,1,4,2,4,2,2,2.613,9,290,2,1,0,10,0,2,6
1,1,3,1,1,2,1,1,1,4,2,2,1.300,5,260,2,1,0,10,0,2,5
1,1,3,1,2,2,2,1,1,2,2,2,300,2,150,1,1,3,10,2,2,5
2,1,3,1,1,1,1,2,3,4,2,2,998,3,333,2,1,1,10,5,2,5
1,1,3,1,1,1,1,0,3,4,2,2,600,2,300,2,1,1,10,4,2,5
2,1,1,1,1,1,1,1,3,4,2,2,2.655,3,885,2,1,0,9,0,2,4
1,1,3,1,1,1,1,4,3,4,2,2,998,4,250,2,1,5,10,5,2,5
2,1,1,1,1,1,1,2,1,4,2,2,1.669,4,417,2,1,0,10,4,2,5
1,1,1,1,1,1,1,2,1,4,2,2,1.669,4,417,2,1,0,10,0,2,5
2,1,3,1,1,1,1,1,3,4,2,2,600,2,300,1,1,0,10,0,2,5
2,1,3,1,2,1,1,1,3,4,2,2,1.389,2,695,2,1,0,10,0,2,5
1,1,3,1,1,2,1,4,3,4,2,2,1.875,5,375,2,1,3,10,2,2,5
2,1,3,1,1,1,1,4,3,4,2,2,1.000,3,333,2,1,5,10,4,2,5
2,1,3,1,1,1,1,1,3,4,2,2,805,2,403,2,1,5,10,4,2,5
1,1,3,1,3,2,1,0,1,4,2,2,200,1,200,2,1,0,10,0,2,5
1,1,1,1,1,1,1,4,1,4,2,2,1.382,4,346,1,1,5,10,0,2,5
2,1,1,1,4,2,1,1,3,4,2,2,1.190,3,397,2,2,3,10,4,2,5
2,1,3,1,1,1,1,1,3,4,2,2,1.693,5,339,1,1,1,10,4,2,5
3,1,1,1,2,2,1,0,3,4,2,2,1.192,3,397,1,2,5,10,2,2,5
1,1,3,1,4,1,1,2,3,4,2,2,2.085,5,417,1,2,0,10,0,2,5
2,1,1,1,4,1,1,1,3,4,2,2,400,2,200,2,1,2,10,5,2,5
2,1,1,1,1,1,1,2,3,4,2,2,1.114,4,279,1,1,0,10,0,2,5
2,1,1,1,2,1,1,1,3,1,2,2,1.021,3,340,2,1,0,10,0,2,5
2,1,1,1,2,2,2,1,3,4,2,2,300,2,150,1,1,0,10,0,2,4
1,1,3,1,1,2,1,1,3,4,2,2,2.640,6,440,2,1,2,10,4,2,5
1,1,1,1,4,1,1,1,3,4,2,2,1.287,6,214,1,2,0,10,0,2,4
2,1,1,1,1,1,1,2,3,4,2,2,998,4,250,2,1,0,10,0,2,4
2,1,3,1,1,1,1,2,3,2,2,2,2.200,5,440,2,1,0,10,4,2,5
2,1,3,1,1,1,1,1,3,4,2,2,998,4,250,2,2,5,10,0,2,4
1,1,3,1,1,1,1,4,3,4,2,2,1.258,2,629,1,1,0,10,5,2,5
1,1,3,1,1,1,1,1,3,4,2,2,970,3,323,1,1,0,10,0,2,4
1,1,1,1,4,2,1,4,2,1,2,2,1.783,2,892,2,2,5,9,5,2,5
1,1,1,1,3,2,1,4,3,4,2,2,3.942,4,986,2,1,3,9,2,2,5
2,1,1,1,4,2,1,1,3,4,2,2,1.179,3,393,1,1,3,10,5,2,4
2,1,3,1,1,1,1,2,3,1,2,2,900,2,450,1,1,0,10,0,2,4
2,1,3,1,1,1,1,3,1,4,2,2,1.503,7,215,2,1,0,10,0,2,4
2,1,3,1,1,1,1,1,3,4,2,2,1.867,2,934,2,2,2,9,4,2,4
1,1,3,1,1,2,3,1,3,4,2,2,1.996,3,665,1,2,3,10,5,2,4
2,1,3,1,1,1,1,4,3,4,2,2,1.380,5,276,1,1,5,10,4,2,4
1,1,3,1,1,2,2,1,3,4,2,2,4.298,6,716,1,1,5,9,2,2,4
2,1,1,1,3,1,2,1,1,4,2,2,998,1,998,2,1,0,9,0,2,4
1,1,3,1,1,2,1,1,3,4,2,2,1.996,3,665,2,2,2,10,4,2,4
1,1,3,1,1,1,1,2,3,4,2,2,1.741,4,435,1,1,1,10,4,2,4
2,1,3,1,1,1,1,1,3,4,2,2,1.380,3,460,2,1,5,10,3,2,4
2,1,1,1,5,2,1,1,3,4,2,2,4.159,5,832,2,1,0,9,0,2,4
1,1,3,1,1,1,3,1,3,4,2,2,989,3,330,2,1,0,10,0,2,4
2,1,1,1,1,1,1,2,3,4,2,2,1.064,2,532,1,1,5,10,4,2,4
2,1,3,1,1,1,1,2,1,2,2,2,998,3,333,2,1,0,10,0,2,3
2,1,1,1,1,1,1,1,1,2,2,2,2.145,4,536,2,1,5,10,4,2,4
1,1,3,1,1,1,1,1,3,4,2,2,2.033,3,678,2,1,0,10,4,2,4
2,1,3,1,1,1,1,2,3,4,2,2,1.905,4,476,2,1,0,10,0,2,3
2,1,3,1,1,1,1,1,3,4,2,2,1.392,3,464,2,1,1,10,4,2,3
2,1,1,1,1,1,1,1,1,4,2,2,2.553,4,638,1,1,0,10,2,2,3
2,1,3,1,1,1,1,3,2,4,2,2,2.820,4,705,2,1,3,9,4,2,3
2,1,1,1,1,1,1,0,3,4,2,2,1.875,4,469,2,1,0,10,0,2,3
2,1,3,1,1,2,2,2,3,4,2,2,2.411,4,603,2,1,1,10,2,2,3
1,1,3,1,1,2,1,4,3,4,2,2,2.172,4,543,2,1,0,10,0,2,3
2,1,1,1,1,1,1,1,3,1,2,2,1.258,2,629,2,1,3,10,2,2,3
1,1,3,1,2,1,1,1,3,4,2,2,600,2,300,1,1,0,10,2,2,3
2,1,3,1,1,1,1,1,3,4,2,2,1.115,2,558,2,1,0,10,4,2,3
1,1,3,1,1,1,1,1,3,4,2,2,2.532,4,633,2,1,1,10,2,2,3
2,1,3,1,4,2,1,4,3,4,2,2,1.135,3,378,1,1,0,10,4,2,3
1,1,1,1,1,2,1,1,1,1,2,2,1.806,4,452,2,1,0,10,0,2,3
2,1,3,1,2,1,1,1,3,4,2,2,1.662,2,831,2,1,3,9,4,2,3
2,1,3,1,4,2,1,1,3,4,2,2,1.755,2,878,2,2,0,9,2,2,3
1,1,1,1,1,1,1,1,1,4,2,2,1.178,4,294,2,1,0,10,0,2,3
1,1,3,1,1,2,1,1,2,4,2,2,1.170,4,293,2,1,0,10,0,2,3
2,1,1,1,1,1,1,1,3,4,2,2,800,2,400,1,1,1,10,4,2,3
2,1,3,1,1,1,1,1,3,4,2,2,1.055,3,352,1,1,0,10,5,2,3
2,1,3,1,0,2,1,1,2,4,2,2,6.390,4,1.598,1,1,1,9,3,2,3
1,1,1,1,1,1,1,4,3,4,2,2,1.356,3,452,2,1,0,10,0,2,2
1,1,3,1,1,1,1,1,1,2,2,2,1.290,3,430,2,1,0,10,0,2,2
1,1,3,1,1,1,1,1,3,4,2,2,1.896,3,632,2,1,2,10,4,2,2
1,1,3,1,1,1,1,1,3,4,2,2,2.555,4,639,2,1,0,10,0,2,2
2,1,3,1,1,2,1,1,2,4,2,2,998,3,333,2,1,0,10,0,2,2
1,1,3,1,1,1,1,1,3,4,2,2,1.290,3,430,2,1,0,10,0,2,2
1,1,3,1,1,1,1,1,3,4,2,2,2.471,3,824,2,1,0,9,2,2,2
2,1,3,1,2,1,1,1,3,4,2,2,1.389,2,695,2,1,0,10,0,2,5
1,1,3,1,1,2,2,1,1,4,2,2,506,4,127,1,1,0,10,0,2,10
1,1,3,1,4,2,2,1,1,4,2,2,539,3,180,2,1,5,10,0,2,10
1,1,1,1,4,2,1,4,2,1,2,2,1.633,2,817,2,2,5,9,0,1,5
1,1,3,1,1,1,1,1,3,4,2,2,1.348,3,449,1,1,5,10,0,2,4
1,1,3,1,1,2,1,1,3,4,2,2,1.298,3,433,2,2,5,10,0,2,5
1,1,1,1,1,2,1,1,3,1,2,2,1.624,4,406,1,1,5,10,0,1,3
1,1,3,1,1,2,1,4,1,4,2,2,3.926,4,982,2,2,0,9,0,2,2
1,1,1,1,3,2,2,0,1,4,2,2,3.006,4,752,2,1,5,9,0,1,5
1,1,3,1,1,2,3,1,3,4,2,2,2.516,4,629,2,2,4,10,0,2,9
1,1,3,1,5,2,1,1,3,4,2,2,1.387,4,347,2,1,5,10,0,2,7
1,1,3,1,1,2,1,4,2,4,2,2,2.860,4,715,2,1,0,9,0,1,4
1,1,3,1,1,2,2,1,3,4,2,2,486,3,162,2,1,5,10,0,2,9
1,1,1,1,1,2,1,1,3,4,2,2,800,3,267,2,1,5,10,0,2,6
1,1,3,1,5,2,1,4,3,4,2,2,1.189,6,198,2,1,0,10,0,2,9
1,1,3,1,5,2,1,1,1,2,2,2,1.145,2,572,2,1,5,10,0,1,7
1,1,3,1,3,1,1,2,3,1,2,2,266,1,266,2,1,0,10,0,1,8
1,1,3,1,5,2,1,1,3,4,2,2,1.996,2,998,2,2,5,9,0,2,6
1,1,3,1,1,2,1,1,3,4,2,2,3.000,5,600,2,1,5,10,0,2,5
1,1,1,1,2,2,1,0,3,4,2,2,1.142,3,381,2,2,5,10,0,2,6
1,1,1,1,1,2,1,4,3,4,2,2,2.691,9,299,2,1,5,10,0,2,6
2,1,3,1,1,2,1,2,3,4,2,2,76,3,25,1,1,0,10,0,2,10
2,1,3,1,3,2,1,1,2,4,2,2,235,1,235,1,2,0,10,0,2,8
2,1,3,1,1,2,1,1,2,4,2,2,1.014,3,338,2,1,5,10,0,2,7
2,1,3,1,5,2,2,1,3,4,2,2,2.987,4,747,2,1,5,9,0,2,6
2,1,3,1,1,2,1,1,3,4,2,2,650,4,163,1,1,5,10,0,2,6
2,1,3,1,1,1,1,1,1,4,2,2,1.657,4,414,2,1,5,10,0,2,5
2,1,1,1,1,2,1,1,3,4,2,2,900,3,300,1,1,5,10,0,2,6
2,1,3,1,1,1,1,1,3,4,2,2,1.491,2,746,2,1,0,9,0,2,5
2,1,3,1,0,2,1,1,3,4,2,2,4.818,4,1.205,2,1,1,9,0,2,4
2,1,3,1,1,2,1,4,3,4,2,2,998,5,200,2,2,1,10,0,2,6
2,1,3,1,3,2,1,1,3,4,2,2,1.720,1,1.720,2,2,4,9,0,2,2
2,1,3,1,1,1,1,1,3,4,2,2,1.582,4,396,2,2,5,10,0,1,3
1,1,3,1,4,2,1,1,3,4,2,2,1.876,7,268,2,1,0,10,0,2,2
2,1,1,1,2,1,1,4,1,4,2,2,460,2,230,2,1,5,10,2,2,5
1,1,3,1,1,1,1,1,3,4,2,2,500,4,125,2,1,5,10,5,2,5
2,1,1,1,3,1,2,1,3,4,2,2,998,1,998,2,1,5,9,4,2,4
2,1,3,1,1,1,1,2,3,4,2,2,2.279,4,570,2,1,5,10,4,2,3
2,1,3,1,1,2,1,1,4,4,2,2,1.098,3,366,2,1,5,10,4,2,5
1,1,3,1,1,1,1,1,3,4,2,2,1.855,4,464,2,1,5,10,5,2,2
2,1,3,1,1,1,1,4,3,4,2,2,998,3,333,2,1,5,10,5,2,2
2,1,3,1,4,2,1,1,1,4,2,2,1.800,4,450,2,1,5,10,5,2,4
2,1,3,1,1,1,1,1,3,1,2,2,3.000,3,1.000,2,1,5,9,5,1,2
2,1,3,1,2,1,1,1,3,4,2,2,1.300,3,433,2,1,5,10,2,2,2
2,1,1,1,5,2,1,1,3,4,2,1,3.599,5,720,2,2,5,9,2,2,4
1,1,1,1,1,2,2,1,3,2,2,2,862,3,287,2,1,5,10,4,2,3
2,1,1,1,1,1,1,1,3,4,2,2,1.148,4,287,2,1,5,10,4,2,6
2,1,3,1,1,1,1,1,3,4,2,2,4.437,5,887,2,1,5,9,4,2,3
2,1,1,1,1,1,1,1,3,4,2,2,1.499,5,300,2,1,5,10,5,2,5
2,1,1,1,1,1,1,1,1,2,2,2,1.898,4,475,2,1,5,10,4,2,4
2,1,1,1,5,2,1,1,3,1,2,2,1.972,4,493,2,1,5,10,4,1,2
1,1,1,1,1,1,1,4,3,1,2,2,2.771,4,693,2,2,5,10,4,2,2
2,1,3,1,2,1,0,1,1,3,2,2,1.200,2,600,2,1,5,10,2,1,2
2,1,3,1,1,1,1,2,3,4,2,2,1.198,2,599,2,1,5,10,4,2,3
1,1,1,1,1,1,1,2,1,4,2,2,2.487,4,622,2,1,5,10,3,2,3
1,1,3,1,1,1,1,4,3,4,2,2,2.500,3,833,2,1,5,9,5,2,3
1,1,3,1,5,2,1,1,3,4,2,2,500,1,500,2,1,5,10,2,2,6
2,1,1,1,1,1,1,2,3,4,2,2,1.339,3,446,2,1,5,10,4,2,5
2,1,3,1,1,1,1,1,3,1,2,2,1.154,4,288,2,1,5,10,4,1,2
2,1,3,1,1,2,1,1,3,4,2,2,1.290,3,430,2,1,5,10,5,2,3
2,1,1,1,1,1,1,3,3,4,2,2,2.399,4,600,2,1,5,10,2,2,2
2,1,3,1,4,2,1,2,2,4,2,2,3.011,4,753,2,1,1,9,4,2,3
2,1,3,1,1,1,1,1,3,4,2,2,1.260,6,210,2,1,5,10,5,2,5
2,1,3,1,1,1,1,1,3,4,2,2,1.315,2,657,2,1,5,10,4,2,2
1,1,1,1,1,2,1,1,3,4,2,2,4.286,4,1.072,2,2,5,9,2,2,2
1,1,3,1,1,1,1,1,3,4,2,2,1.497,2,748,2,1,5,9,4,2,2
1,1,3,1,4,1,1,2,3,4,2,2,1.450,2,725,2,1,5,9,2,2,3
1,1,1,1,1,1,1,1,3,4,2,2,1.522,3,507,2,1,5,10,4,2,3
1,1,3,1,3,1,1,1,1,4,2,2,1.162,1,1.162,2,1,5,9,4,2,2
1,1,1,1,1,1,1,2,3,4,2,2,1.021,4,255,2,1,5,10,2,2,2
2,1,3,1,1,1,1,1,3,3,2,2,2.566,3,855,1,1,5,9,5,2,4
2,1,3,1,1,1,1,1,3,4,2,2,898,4,224,2,1,5,10,4,2,4
1,1,3,1,1,1,1,2,3,2,2,2,2.503,4,626,2,1,5,10,2,1,2
1,1,3,1,1,2,1,1,3,4,2,2,1.200,4,300,2,1,5,10,4,2,3
1,1,0,1,1,1,1,2,1,4,2,2,1.604,5,321,2,1,5,10,4,1,2
1,1,3,1,0,2,1,2,3,4,2,2,1.200,3,400,2,1,5,10,4,2,8
